"Pokémon","Objeto","Habilidad","Teratipo","Mov1","Mov2","Mov3","Mov4","Torneo","Nombre","cluster"
"Chien-Pao","Focus Sash","Sword of Ruin","Stellar","Icicle Crash","Sucker Punch","Sacred Sword","Protect","Pokemon Day Week x Nino FF #85","mau_halab","Japan Balance"
"Landorus","Life Orb","Sheer Force","Poison","Earth Power","Sludge Bomb","Substitute","Protect","Pokemon Day Week x Nino FF #85","mau_halab","Japan Balance"
"Raging Bolt","Leftovers","Protosynthesis","Fairy","Dragon Pulse","Thunderclap","Calm Mind","Protect","Pokemon Day Week x Nino FF #85","mau_halab","Japan Balance"
"Raging Bolt","Booster Energy","Protosynthesis","Electric","Thunderbolt","Thunderclap","Dragon Pulse","Protect","HIMMY POKEMON DAY WEEK GLIZZY BASH (100$ FOR 1ST)","sempra","Japan Balance"
"Incineroar","Safety Goggles","Intimidate","Ghost","Fake Out","Flare Blitz","Taunt","Parting Shot","HIMMY POKEMON DAY WEEK GLIZZY BASH (100$ FOR 1ST)","sempra","Japan Balance"
"Rillaboom","Assault Vest","Grassy Surge","Fire","Fake Out","Wood Hammer","Grassy Glide","U-turn","HIMMY POKEMON DAY WEEK GLIZZY BASH (100$ FOR 1ST)","sempra","Japan Balance"
"Sylveon","Leftovers","Pixilate","Fire","Hyper Voice","Tera Blast","Calm Mind","Protect","HIMMY POKEMON DAY WEEK GLIZZY BASH (100$ FOR 1ST)","sempra","Japan Balance"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Water","Surging Strikes","Close Combat","Ice Spinner","U-turn","HIMMY POKEMON DAY WEEK GLIZZY BASH (100$ FOR 1ST)","sempra","Japan Balance"
"Chien-Pao","Focus Sash","Sword of Ruin","Stellar","Icicle Crash","Sucker Punch","Sacred Sword","Protect","HIMMY POKEMON DAY WEEK GLIZZY BASH (100$ FOR 1ST)","sempra","Japan Balance"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Ghost","Surging Strikes","Close Combat","Aqua Jet","U-turn","Tommy's Tuesday Practice Tour","striker","Japan Balance"
"Chien-Pao","Focus Sash","Sword of Ruin","Stellar","Icicle Crash","Sacred Sword","Sucker Punch","Protect","Tommy's Tuesday Practice Tour","striker","Japan Balance"
"Incineroar","Safety Goggles","Intimidate","Ghost","Flare Blitz","Knock Off","Fake Out","Parting Shot","Tommy's Tuesday Practice Tour","striker","Japan Balance"
"Landorus","Life Orb","Sheer Force","Poison","Earth Power","Sludge Bomb","Substitute","Protect","Tommy's Tuesday Practice Tour","striker","Japan Balance"
"Raging Bolt","Assault Vest","Protosynthesis","Fairy","Thunderbolt","Thunderclap","Draco Meteor","Snarl","Tommy's Tuesday Practice Tour","striker","Japan Balance"
"Rillaboom","Miracle Seed","Grassy Surge","Fire","Wood Hammer","Grassy Glide","Fake Out","Protect","Tommy's Tuesday Practice Tour","striker","Japan Balance"
"Incineroar","Safety Goggles","Intimidate","Ghost","Flare Blitz","Fake Out","Parting Shot","Will-O-Wisp","Pokemon day week x VGC trainer school tour!","tabu","Japan Balance"
"Raging Bolt","Leftovers","Protosynthesis","Fairy","Thunderclap","Protect","Calm Mind","Dragon Pulse","Pokemon day week x VGC trainer school tour!","tabu","Japan Balance"
"Rillaboom","Assault Vest","Grassy Surge","Ghost","Fake Out","Grassy Glide","Wood Hammer","U-turn","Pokemon day week x VGC trainer school tour!","tabu","Japan Balance"
"Chien-Pao","Clear Amulet","Sword of Ruin","Fire","Icicle Crash","Protect","Sucker Punch","Sacred Sword","Pokemon day week x VGC trainer school tour!","tabu","Japan Balance"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Steel","Surging Strikes","Close Combat","U-turn","Aqua Jet","Pokemon day week x VGC trainer school tour!","tabu","Japan Balance"
"Landorus","Life Orb","Sheer Force","Steel","Earth Power","Sludge Bomb","Substitute","Protect","Pokemon day week x VGC trainer school tour!","tabu","Japan Balance"
"Incineroar","Safety Goggles","Intimidate","Ghost","Flare Blitz","Fake Out","Parting Shot","Will-O-Wisp","SpearPillar S/V Cart Tour #18","tagami","Japan Balance"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Water","Surging Strikes","Aqua Jet","Close Combat","U-turn","SpearPillar S/V Cart Tour #18","tagami","Japan Balance"
"Rillaboom","Assault Vest","Grassy Surge","Fire","Fake Out","U-turn","Wood Hammer","Grassy Glide","SpearPillar S/V Cart Tour #18","tagami","Japan Balance"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","Icicle Crash","Sucker Punch","Sacred Sword","Protect","SpearPillar S/V Cart Tour #18","tagami","Japan Balance"
"Volcarona","Clear Amulet","Flame Body","Fairy","Tera Blast","Heat Wave","Quiver Dance","Protect","SpearPillar S/V Cart Tour #18","tagami","Japan Balance"
"Kommo-o","Leftovers","Overcoat","Fairy","Body Press","Draco Meteor","Protect","Iron Defense","SpearPillar S/V Cart Tour #18","tagami","Japan Balance"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Steel","Surging Strikes","Close Combat","Aqua Jet","U-turn","Tommy's Tuesday Practice Tour","vgcorner","Japan Balance"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","Protect","Icicle Crash","Sucker Punch","Sacred Sword","Tommy's Tuesday Practice Tour","vgcorner","Japan Balance"
"Raging Bolt","Leftovers","Protosynthesis","Fairy","Thunderclap","Dragon Pulse","Calm Mind","Protect","Tommy's Tuesday Practice Tour","vgcorner","Japan Balance"
"Landorus","Life Orb","Sheer Force","Poison","Earth Power","Sludge Bomb","Substitute","Protect","Tommy's Tuesday Practice Tour","vgcorner","Japan Balance"
"Incineroar","Safety Goggles","Intimidate","Ghost","Flare Blitz","Parting Shot","Knock Off","Fake Out","Tommy's Tuesday Practice Tour","vgcorner","Japan Balance"
"Rillaboom","Assault Vest","Grassy Surge","Fire","Wood Hammer","Grassy Glide","U-turn","Fake Out","Tommy's Tuesday Practice Tour","vgcorner","Japan Balance"
"Rillaboom","Assault Vest","Grassy Surge","Poison","Wood Hammer","Grassy Glide","Fake Out","High Horsepower","regional-melbourne","Alex Donaldson","KOG SetUp"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","Moonblast","Perish Song","Dazzling Gleam","Shadow Ball","regional-melbourne","Alex Donaldson","KOG SetUp"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","Horn Leech","Spiky Shield","Follow Me","Ivy Cudgel","regional-melbourne","Alex Donaldson","KOG SetUp"
"Kingambit","Black Glasses","Defiant","Dragon","Kowtow Cleave","Swords Dance","Sucker Punch","Protect","regional-melbourne","Alex Donaldson","KOG SetUp"
"Gouging Fire","Booster Energy","Protosynthesis","Fairy","Burning Bulwark","Heat Crash","Breaking Swipe","Howl","regional-melbourne","Alex Donaldson","KOG SetUp"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","Icicle Crash","Protect","Sucker Punch","Sacred Sword","regional-melbourne","Alex Donaldson","KOG SetUp"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","Ivy Cudgel","Horn Leech","Follow Me","Spiky Shield","regional-charlotte","Ashton Cox","KOG SetUp"
"Porygon2","Eviolite","Download","Poison","Tera Blast","Ice Beam","Recover","Trick Room","regional-charlotte","Ashton Cox","KOG SetUp"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","Shadow Ball","Dazzling Gleam","Moonblast","Perish Song","regional-charlotte","Ashton Cox","KOG SetUp"
"Gouging Fire","Booster Energy","Protosynthesis","Fairy","Heat Crash","Breaking Swipe","Howl","Burning Bulwark","regional-charlotte","Ashton Cox","KOG SetUp"
"Kingambit","Black Glasses","Defiant","Dark","Kowtow Cleave","Sucker Punch","Swords Dance","Protect","regional-charlotte","Ashton Cox","KOG SetUp"
"Rillaboom","Assault Vest","Grassy Surge","Fire","Fake Out","Grassy Glide","Wood Hammer","High Horsepower","regional-charlotte","Ashton Cox","KOG SetUp"
"Gouging Fire","Booster Energy","Protosynthesis","Fairy","Burning Bulwark","Breaking Swipe","Heat Crash","Howl","regional-charlotte","Bobby Rochelle","KOG SetUp"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","Dazzling Gleam","Shadow Ball","Moonblast","Icy Wind","regional-charlotte","Bobby Rochelle","KOG SetUp"
"Amoonguss","Sitrus Berry","Regenerator","Fairy","Spore","Rage Powder","Protect","Pollen Puff","regional-charlotte","Bobby Rochelle","KOG SetUp"
"Kingambit","Black Glasses","Defiant","Fire","Protect","Kowtow Cleave","Iron Head","Sucker Punch","regional-charlotte","Bobby Rochelle","KOG SetUp"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","Protect","Ice Spinner","Sacred Sword","Sucker Punch","regional-charlotte","Bobby Rochelle","KOG SetUp"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","Spiky Shield","Follow Me","Ivy Cudgel","Horn Leech","regional-charlotte","Bobby Rochelle","KOG SetUp"
"Landorus","Life Orb","Sheer Force","Poison","Earth Power","Sludge Bomb","Substitute","Protect","regional-liverpool","Boris Hamm","KOG SetUp"
"Rillaboom","Assault Vest","Grassy Surge","Fire","Wood Hammer","Grassy Glide","U-turn","Fake Out","regional-liverpool","Boris Hamm","KOG SetUp"
"Kingambit","Safety Goggles","Defiant","Fairy","Kowtow Cleave","Iron Head","Sucker Punch","Protect","regional-liverpool","Boris Hamm","KOG SetUp"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","Ivy Cudgel","Horn Leech","Follow Me","Spiky Shield","regional-liverpool","Boris Hamm","KOG SetUp"
"Flutter Mane","Focus Sash","Protosynthesis","Fairy","Moonblast","Shadow Ball","Icy Wind","Protect","regional-liverpool","Boris Hamm","KOG SetUp"
"Gouging Fire","Booster Energy","Protosynthesis","Grass","Heat Crash","Breaking Swipe","Howl","Burning Bulwark","regional-liverpool","Boris Hamm","KOG SetUp"
"Kingambit","Assault Vest","Defiant","Fairy","Assurance","Sucker Punch","Low Kick","Iron Head","special-utrecht","Bowei Zhang","KOG SetUp"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","Dazzling Gleam","Shadow Ball","Power Gem","Moonblast","special-utrecht","Bowei Zhang","KOG SetUp"
"Chi-Yu","Focus Sash","Beads of Ruin","Ghost","Heat Wave","Dark Pulse","Snarl","Protect","special-utrecht","Bowei Zhang","KOG SetUp"
"Dragonite","Life Orb","Inner Focus","Normal","Extreme Speed","Stomping Tantrum","Ice Spinner","Protect","special-utrecht","Bowei Zhang","KOG SetUp"
"Gouging Fire","Booster Energy","Protosynthesis","Fairy","Heat Crash","Breaking Swipe","Howl","Sunny Day","special-utrecht","Bowei Zhang","KOG SetUp"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","Ivy Cudgel","Horn Leech","Follow Me","Spiky Shield","special-utrecht","Bowei Zhang","KOG SetUp"
"Rillaboom","Miracle Seed","Grassy Surge","Grass","Fake Out","Wood Hammer","Grassy Glide","High Horsepower","regional-dortmund","Christoph Gooss","KOG SetUp"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","Moonblast","Shadow Ball","Dazzling Gleam","Perish Song","regional-dortmund","Christoph Gooss","KOG SetUp"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","Ivy Cudgel","Horn Leech","Follow Me","Spiky Shield","regional-dortmund","Christoph Gooss","KOG SetUp"
"Gouging Fire","Booster Energy","Protosynthesis","Fairy","Breaking Swipe","Heat Crash","Howl","Burning Bulwark","regional-dortmund","Christoph Gooss","KOG SetUp"
"Kingambit","Assault Vest","Defiant","Dragon","Kowtow Cleave","Sucker Punch","Iron Head","Low Kick","regional-dortmund","Christoph Gooss","KOG SetUp"
"Chien-Pao","Focus Sash","Sword of Ruin","Stellar","Icicle Crash","Sucker Punch","Sacred Sword","Protect","regional-dortmund","Christoph Gooss","KOG SetUp"
"Kingambit","Assault Vest","Defiant","Fire","Kowtow Cleave","Iron Head","Sucker Punch","Low Kick","regional-charlotte","Dillon Woolf","KOG SetUp"
"Gouging Fire","Booster Energy","Protosynthesis","Grass","Breaking Swipe","Flare Blitz","Howl","Burning Bulwark","regional-charlotte","Dillon Woolf","KOG SetUp"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","Ivy Cudgel","Horn Leech","Follow Me","Spiky Shield","regional-charlotte","Dillon Woolf","KOG SetUp"
"Farigiraf","Rocky Helmet","Armor Tail","Fairy","Dazzling Gleam","Psychic","Imprison","Trick Room","regional-charlotte","Dillon Woolf","KOG SetUp"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","Moonblast","Shadow Ball","Dazzling Gleam","Thunderbolt","regional-charlotte","Dillon Woolf","KOG SetUp"
"Chien-Pao","Focus Sash","Sword of Ruin","Stellar","Ice Spinner","Sucker Punch","Sacred Sword","Protect","regional-charlotte","Dillon Woolf","KOG SetUp"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","Ivy Cudgel","Horn Leech","Follow Me","Spiky Shield","regional-dortmund","Filippo Mazzurana","KOG SetUp"
"Kingambit","Black Glasses","Defiant","Dragon","Kowtow Cleave","Sucker Punch","Iron Head","Protect","regional-dortmund","Filippo Mazzurana","KOG SetUp"
"Gouging Fire","Booster Energy","Protosynthesis","Fairy","Burning Bulwark","Breaking Swipe","Heat Crash","Howl","regional-dortmund","Filippo Mazzurana","KOG SetUp"
"Amoonguss","Sitrus Berry","Regenerator","Fairy","Spore","Rage Powder","Pollen Puff","Clear Smog","regional-dortmund","Filippo Mazzurana","KOG SetUp"
"Dragonite","Assault Vest","Inner Focus","Normal","Extreme Speed","Aerial Ace","Stomping Tantrum","Thunder Punch","regional-dortmund","Filippo Mazzurana","KOG SetUp"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","Ice Spinner","Sucker Punch","Sacred Sword","Protect","regional-dortmund","Filippo Mazzurana","KOG SetUp"
"Landorus","Life Orb","Sheer Force","Poison","Earth Power","Sandsear Storm","Protect","Sludge Bomb","regional-knoxville","Hayden Plog","KOG SetUp"
"Farigiraf","Throat Spray","Armor Tail","Fairy","Trick Room","Protect","Hyper Voice","Psychic","regional-knoxville","Hayden Plog","KOG SetUp"
"Gouging Fire","Booster Energy","Protosynthesis","Grass","Burning Bulwark","Breaking Swipe","Howl","Heat Crash","regional-knoxville","Hayden Plog","KOG SetUp"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","Ivy Cudgel","Spiky Shield","Follow Me","Horn Leech","regional-knoxville","Hayden Plog","KOG SetUp"
"Kingambit","Assault Vest","Defiant","Fairy","Kowtow Cleave","Sucker Punch","Iron Head","Low Kick","regional-knoxville","Hayden Plog","KOG SetUp"
"Iron Hands","Clear Amulet","Quark Drive","Grass","Detect","Heavy Slam","Wild Charge","Close Combat","regional-knoxville","Hayden Plog","KOG SetUp"
"Gouging Fire","Booster Energy","Protosynthesis","Fairy","Breaking Swipe","Heat Crash","Howl","Sunny Day","special-utrecht","Hengyue Zhang","KOG SetUp"
"Chi-Yu","Focus Sash","Beads of Ruin","Ghost","Heat Wave","Dark Pulse","Snarl","Protect","special-utrecht","Hengyue Zhang","KOG SetUp"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","Horn Leech","Ivy Cudgel","Follow Me","Spiky Shield","special-utrecht","Hengyue Zhang","KOG SetUp"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","Dazzling Gleam","Moonblast","Shadow Ball","Power Gem","special-utrecht","Hengyue Zhang","KOG SetUp"
"Kingambit","Assault Vest","Defiant","Fairy","Assurance","Low Kick","Sucker Punch","Iron Head","special-utrecht","Hengyue Zhang","KOG SetUp"
"Dragonite","Life Orb","Inner Focus","Normal","Extreme Speed","Ice Spinner","Stomping Tantrum","Protect","special-utrecht","Hengyue Zhang","KOG SetUp"
"Landorus","Life Orb","Sheer Force","Poison","Earth Power","Sludge Bomb","Substitute","Protect","regional-charlotte","James Evans","KOG SetUp"
"Landorus","Life Orb","Sheer Force","Poison","Earth Power","Sludge Bomb","Substitute","Protect","regional-knoxville","James Evans","KOG SetUp"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","Ivy Cudgel","Horn Leech","Follow Me","Spiky Shield","regional-charlotte","James Evans","KOG SetUp"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","Ivy Cudgel","Horn Leech","Follow Me","Spiky Shield","regional-knoxville","James Evans","KOG SetUp"
"Flutter Mane","Focus Sash","Protosynthesis","Fairy","Moonblast","Shadow Ball","Dazzling Gleam","Protect","regional-charlotte","James Evans","KOG SetUp"
"Flutter Mane","Focus Sash","Protosynthesis","Fairy","Moonblast","Shadow Ball","Dazzling Gleam","Protect","regional-knoxville","James Evans","KOG SetUp"
"Rillaboom","Meadow Plate","Grassy Surge","Grass","Fake Out","Grassy Glide","Taunt","Wood Hammer","regional-charlotte","James Evans","KOG SetUp"
"Rillaboom","Meadow Plate","Grassy Surge","Grass","Fake Out","Grassy Glide","Taunt","Wood Hammer","regional-knoxville","James Evans","KOG SetUp"
"Kingambit","Black Glasses","Defiant","Dragon","Kowtow Cleave","Sucker Punch","Swords Dance","Protect","regional-charlotte","James Evans","KOG SetUp"
"Kingambit","Black Glasses","Defiant","Dragon","Kowtow Cleave","Sucker Punch","Swords Dance","Protect","regional-knoxville","James Evans","KOG SetUp"
"Gouging Fire","Booster Energy","Protosynthesis","Fairy","Heat Crash","Breaking Swipe","Howl","Burning Bulwark","regional-charlotte","James Evans","KOG SetUp"
"Gouging Fire","Booster Energy","Protosynthesis","Fairy","Heat Crash","Breaking Swipe","Howl","Burning Bulwark","regional-knoxville","James Evans","KOG SetUp"
"Amoonguss","Sitrus Berry","Regenerator","Water","Grass Knot","Pollen Puff","Rage Powder","Spore","regional-liverpool","Joseph Ugarte","KOG SetUp"
"Gouging Fire","Booster Energy","Protosynthesis","Fairy","Heat Crash","Breaking Swipe","Howl","Burning Bulwark","regional-liverpool","Joseph Ugarte","KOG SetUp"
"Kingambit","Black Glasses","Defiant","Dragon","Iron Head","Kowtow Cleave","Sucker Punch","Protect","regional-liverpool","Joseph Ugarte","KOG SetUp"
"Dragonite","Assault Vest","Inner Focus","Normal","Extreme Speed","Stomping Tantrum","Thunder Punch","Aerial Ace","regional-liverpool","Joseph Ugarte","KOG SetUp"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","Ivy Cudgel","Horn Leech","Follow Me","Spiky Shield","regional-liverpool","Joseph Ugarte","KOG SetUp"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","Ice Spinner","Sacred Sword","Sucker Punch","Protect","regional-liverpool","Joseph Ugarte","KOG SetUp"
"Kingambit","Assault Vest","Defiant","Fairy","Kowtow Cleave","Iron Head","Sucker Punch","Low Kick","regional-liverpool","Juanma Luque","KOG SetUp"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","Spiky Shield","Follow Me","Ivy Cudgel","Horn Leech","regional-liverpool","Juanma Luque","KOG SetUp"
"Chien-Pao","Focus Sash","Sword of Ruin","Stellar","Protect","Sucker Punch","Ice Spinner","Sacred Sword","regional-liverpool","Juanma Luque","KOG SetUp"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","Dazzling Gleam","Shadow Ball","Moonblast","Misty Terrain","regional-liverpool","Juanma Luque","KOG SetUp"
"Gouging Fire","Booster Energy","Protosynthesis","Grass","Burning Bulwark","Howl","Breaking Swipe","Heat Crash","regional-liverpool","Juanma Luque","KOG SetUp"
"Farigiraf","Rocky Helmet","Armor Tail","Fairy","Trick Room","Helping Hand","Psychic","Dazzling Gleam","regional-liverpool","Juanma Luque","KOG SetUp"
