Torneo,Tipo_Torneo,Nombre,Nacionalidad,0_Pokémon,0_Objeto,0_Habilidad,0_Teratipo,0_Mov1,0_Mov2,0_Mov3,0_Mov4,1_Pokémon,1_Objeto,1_Habilidad,1_Teratipo,1_Mov1,1_Mov2,1_Mov3,1_Mov4,2_Pokémon,2_Objeto,2_Habilidad,2_Teratipo,2_Mov1,2_Mov2,2_Mov3,2_Mov4,3_Pokémon,3_Objeto,3_Habilidad,3_Teratipo,3_Mov1,3_Mov2,3_Mov3,3_Mov4,4_Pokémon,4_Objeto,4_Habilidad,4_Teratipo,4_Mov1,4_Mov2,4_Mov3,4_Mov4,5_Pokémon,5_Objeto,5_Habilidad,5_Teratipo,5_Mov1,5_Mov2,5_Mov3,5_Mov4,Ronda_1,Resultado_1,Ronda_2,Resultado_2,Ronda_3,Resultado_3,Ronda_4,Resultado_4,Ronda_5,Resultado_5,Ronda_6,Resultado_6,Ronda_7,Resultado_7,Ronda_8,Resultado_8,Ronda_9,Resultado_9,Ronda_10,Resultado_10,Ronda_11,Resultado_11,Ronda_12,Resultado_12,Ronda_13,Resultado_13,Ronda_14,Resultado_14,Ronda_15,Resultado_15,Ronda_16,Resultado_16,Ronda_17,Resultado_17,Enfrentamientos,Equipo,Wins,Losses
special-utrecht,Oficial,Abtin Ghaad Amini,NL,Gyarados, Covert Cloak,Intimidate,Grass,Waterfall,Thunder Wave,Taunt,Dragon Cheer,Tyranitar, Assault Vest,Sand Stream,Flying,Knock Off,Rock Slide,Tera Blast,Low Kick,Excadrill, Clear Amulet,Sand Rush,Dragon,High Horsepower,Iron Head,Earthquake,Protect,Flutter Mane, Choice Specs,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Icy Wind,Raging Bolt,Scope Lens,Protosynthesis,Fairy,Thunderbolt,Thunderclap,Protect,Draco Meteor,Ogerpon-Cornerstone,Cornerstone Mask,Sturdy,Rock,- Ivy Cudgel,Horn Leech,Spiky Shield,Follow Me,Rawnie Mills ,Win,Sizar Gati ,Win,Christos Santas ,Win,Eric Rios ,Win,Leon Hudert ,Loss,Leonardo Beninato ,Win,Roberto Parente ,Loss,Xavier Vazquez Ripoll ,Loss,Nicola Gianola ,Win,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/236,https://pokepast.es/19f2f5e6c2b36b47,6,3
special-utrecht,Oficial,Rahim Farzan,DE,Farigiraf, Sitrus Berry,Armor Tail,Fairy,Psychic,Helping Hand,Dazzling Gleam,Trick Room,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Spiky Shield,Follow Me,Flutter Mane, Choice Specs,Protosynthesis,Fairy,Moonblast,Icy Wind,Shadow Ball,Dazzling Gleam,Incineroar, Safety Goggles,Intimidate,Water,Flare Blitz,Parting Shot,Helping Hand,Fake Out,Urshifu, Focus Sash,Unseen Fist,Dark,Close Combat,Wicked Blow,Protect,Sucker Punch,Ursaluna-Bloodmoon,Life Orb,Mindâ€™s Eye,Normal,- Blood Moon,Hyper Voice,Earth Power,Protect,Riccardo Stellini ,Loss,Adria Tam Martinez ,Win,Sander Beljaars ,Win,Julius Neier ,Win,Bowei Zhang ,Loss,Simon Van der Borght ,Win,Eric Rios ,Loss,Patrick Fischer ,Win,George Hutchin ,Win,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/462,https://pokepast.es/847b75dd5f5c44e6,6,3
special-utrecht,Oficial,Deniz Mimaroglu,DE,Ursaluna-Bloodmoon,Life Orb,Mindâ€™s Eye,Normal,- Blood Moon,Hyper Voice,Earth Power,Protect,Urshifu, Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Detect,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Wood Hammer,Follow Me,Spiky Shield,Iron Hands, Clear Amulet,Quark Drive,Grass,Wild Charge,Close Combat,Ice Punch,Fake Out,Farigiraf, Sitrus Berry,Armor Tail,Fairy,Psychic,Dazzling Gleam,Helping Hand,Trick Room,Flutter Mane, Booster Energy,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Icy Wind,Protect,Menelik Collymore ,Win,Alberto Hernandez ,Loss,Simon Van der Borght ,Win,Jip Snoek ,Win,Francisco Garví ,Win,Nick Mandoeng ,Loss,Sam Bentham ,Win,Giovanni Favara ,Win,Domenico Vaccariello ,Loss,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/216,https://pokepast.es/0eade35426977c8f,6,3
special-utrecht,Oficial,Xavier Vazquez Ripoll,ES,Porygon2, Eviolite,Download,Poison,Tera Blast,Ice Beam,Recover,Trick Room,Amoonguss, Sitrus Berry,Regenerator,Water,Protect,Pollen Puff,Rage Powder,Spore,Incineroar, Safety Goggles,Intimidate,Ghost,Flare Blitz,Knock Off,Parting Shot,Fake Out,Flutter Mane, Choice Specs,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Icy Wind,Roaring Moon, Booster Energy,Protosynthesis,Flying,Protect,Knock Off,Acrobatics,Dragon Dance,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,Detect,Close Combat,Surging Strikes,Aqua Jet,Benjamin Haeseler ,Win,Jamie Boyt ,Win,Adam Cherfaoui ,Loss,Silas Kottke ,Win,Eric Rios ,Loss,Scott Servante ,Win,Leonardo Beninato ,Win,Abtin Ghaad Amini ,Win,Lennart Jung ,Loss,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/295,https://pokepast.es/c78c1fb06eca4e73,6,3
special-utrecht,Oficial,Jared Bilton,UK,Tornadus, Covert Cloak,Prankster,Steel,Tailwind,Sunny Day,Icy Wind,Air Slash,Rillaboom, Assault Vest,Grassy Surge,Fire,Grassy Glide,High Horsepower,Wood Hammer,Fake Out,Heatran, Leftovers,Flash Fire,Fairy,Earth Power,Heat Wave,Flash Cannon,Protect,Chien-Pao, Focus Sash,Sword of Ruin,Ghost,Icicle Crash,Sucker Punch,Protect,Sacred Sword,Raging Bolt,Life Orb,Protosynthesis,Electric,- Thunderclap,Protect,Thunderbolt,Dragon Pulse,Gouging Fire,Booster Energy,Protosynthesis,Fairy,- Burning Bulwark,Howl,Breaking Swipe,Heat Crash,Ihsan Said Ankilani ,Win,Nikhil Reddy ,Loss,John Damas ,Win,Sem van Beelen ,Win,Nikolai Kügler ,Win,Alex DellaPasqua ,Loss,Dominic Scheffler ,Win,Juan Núñez Moreno ,Win,Davide Carrer ,Loss,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/26,https://pokepast.es/a0036ae380eb9e47,6,3
special-utrecht,Oficial,Matteo Moscardini,IT,Incineroar, Safety Goggles,Intimidate,Ghost,Parting Shot,Fake Out,Knock Off,Flare Blitz,Rillaboom, Assault Vest,Grassy Surge,Fire,U-turn,Wood Hammer,Fake Out,Grassy Glide,Landorus, Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect,Chien-Pao, Focus Sash,Sword of Ruin,Stellar,Icicle Crash,Sucker Punch,Protect,Sacred Sword,Raging Bolt,Leftovers,Protosynthesis,Fairy,- Thunderclap,Protect,Dragon Pulse,Calm Mind,Urshifu-Rapid-Strike, Choice Scarf,Unseen Fist,Steel,Surging Strikes,U-turn,Ice Spinner,Close Combat,Ernest Gladiador Valderrama ,Win,Carlos Cabal ,Win,Aitzol Robles ,Loss,Matteo Simonetti ,Win,Christos Santas ,Loss,Lennart Jung ,Win,Alex Butters ,Win,Fabian Schneekloth ,Loss,Antonio Marchitelli ,Win,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/468,https://pokepast.es/ccd062c4150adb4a,6,3
special-utrecht,Oficial,Marc Balboa,ES,Chi-Yu, Choice Specs,Beads of Ruin,Ghost,Snarl,Heat Wave,Dark Pulse,Overheat,Dondozo, Rocky Helmet,Unaware,Grass,Wave Crash,Order Up,Protect,Earthquake,Flutter Mane, Booster Energy,Protosynthesis,Fairy,Shadow Ball,Dazzling Gleam,Protect,Icy Wind,Tatsugiri, Choice Scarf,Commander,Steel,Muddy Water,Draco Meteor,Dragon Pulse,Icy Wind,Chien-Pao, Focus Sash,Sword of Ruin,Ghost,Sacred Sword,Sucker Punch,Ice Spinner,Protect,Dragonite, Choice Band,Inner Focus,Normal,Outrage,Aerial Ace,Stomping Tantrum,Extreme Speed,Roxanne Joniau ,Win,Jannik Koch ,Loss,Lukas Neier ,Win,Rick Jongerden ,Win,Alberto Hernandez ,Win,Kylian Duquesne ,Loss,Jeffrey van Rossum ,Loss,Ciske Slothouber ,Win,Jamie Kobic ,Win,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/322,https://pokepast.es/7165d241a677dc6b,6,3
special-utrecht,Oficial,Rob Akershoek,NL,Landorus, Life Orb,Sheer Force,Steel,Earth Power,Sludge Bomb,Substitute,Protect,Flutter Mane, Choice Specs,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Perish Song,Rillaboom,Miracle Seed,Grassy Surge,Grass,Wood Hammer,Grassy Glide,Fake Out,Taunt,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Heat Crash,Breaking Swipe,Howl,Burning Bulwark,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Kingambit, Assault Vest,Defiant,Fairy,Kowtow Cleave,Iron Head,Sucker Punch,Tera Blast,Leila Makhlouf ,Win,Mees van der Waal ,Win,Ibrahim Maarouf ,Win,Marc-Antoine Boitel ,Win,David Carrasco ,Loss,Francesco Baldelli ,Win,Aleksandra Ćwikiel ,Win,Javier Señorena ,Loss,Akram Hamdi ,Loss,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/276,https://pokepast.es/447fc118eb3cc3ca,6,3
special-utrecht,Oficial,Yannick Otting,DE,Gholdengo,Metal Coat,Good as Gold,Fairy,Protect,Nasty Plot,Shadow Ball,Make It Rain,Urshifu-Rapid-Strike, Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Ice Spinner,U-turn,Amoonguss, Sitrus Berry,Regenerator,Water,Spore,Rage Powder,Pollen Puff,Sludge Bomb,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Snarl,Electroweb,Thunderclap,Draco Meteor,Incineroar, Safety Goggles,Intimidate,Ghost,Fake Out,Flare Blitz,Knock Off,Parting Shot,Chien-Pao, Focus Sash,Sword of Ruin,Stellar,Icicle Crash,Sucker Punch,Sacred Sword,Protect,Jeroen De Muyt ,Win,Silas Kottke ,Win,Sven Kracht ,Loss,Tobias Englund ,Win,Ciro Barbato ,Loss,Julian Ganser ,Win,Patrick Bakker ,Win,Hippolyte Bernard ,Win,Alessandro Pietro Tucci ,Loss,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/370,https://pokepast.es/36acfb3acf9770c9,6,3
special-utrecht,Oficial,Jorge Marti,ES,Flutter Mane, Choice Specs,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Icy Wind,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Howl,Breaking Swipe,Heat Crash,Burning Bulwark,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Horn Leech,Ivy Cudgel,Follow Me,Rillaboom, Assault Vest,Grassy Surge,Fire,Wood Hammer,Fake Out,Grassy Glide,High Horsepower,Kingambit, Safety Goggles,Defiant,Dragon,Sucker Punch,Kowtow Cleave,Iron Head,Protect,Chien-Pao, Focus Sash,Sword of Ruin,Stellar,Icicle Crash,Sucker Punch,Sacred Sword,Protect,Alberto Cañuelo Gómez ,Win,Szymon Wojdat ,Win,Patrick Liam Pluess ,Loss,Joan Wenceslao Piñol Sánchez ,Win,Paul Hinta ,Win,Victor Jimenez Coll ,Loss,Daniel Parris ,Win,Sebastian Liu Li ,Loss,Thomas Bacu ,Win,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/15,https://pokepast.es/1482d18bab64dba5,6,3
special-utrecht,Oficial,Victor Jimenez Coll,ES,Tornadus, Covert Cloak,Prankster,Steel,Protect,Bleakwind Storm,Tailwind,Taunt,Dondozo, Rocky Helmet,Unaware,Grass,Protect,Wave Crash,Order Up,Earthquake,Glimmora, Power Herb,Toxic Debris,Grass,Spiky Shield,Meteor Beam,Sludge Bomb,Earth Power,Tatsugiri, Life Orb,Commander,Steel,Protect,Draco Meteor,Dragon Pulse,Muddy Water,Urshifu, Focus Sash,Unseen Fist,Stellar,Detect,Sucker Punch,Close Combat,Wicked Blow,Flutter Mane, Booster Energy,Protosynthesis,Fairy,Protect,Moonblast,Icy Wind,Misty Terrain,Philipp Gohmann ,Loss,Marcel Blahut ,Win,Andrea Maiellaro ,Win,Jesse van den Kerkhof ,Win,Malte Rogoll ,Win,Jorge Marti ,Win,Nikhil Reddy ,Loss,Livio Sandberg ,Loss,Francesco Ferrini ,Win,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/293,https://pokepast.es/393c677acb45ca8c,6,3
special-utrecht,Oficial,Joan Garcia,ES,Urshifu, Focus Sash,Unseen Fist,Dark,Detect,Sucker Punch,Close Combat,Wicked Blow,Arcanine-Hisui,Choice Band,Intimidate,Fairy,Flare Blitz,Extreme Speed,Head Smash,Rock Slide,Raging Bolt,Assault Vest,Protosynthesis,Fairy,- Thunderclap,Electroweb,Draco Meteor,Snarl,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Follow Me,Ivy Cudgel,Horn Leech,Spiky Shield,Landorus, Life Orb,Sheer Force,Steel,Protect,Earth Power,Sludge Bomb,Substitute,Flutter Mane, Booster Energy,Protosynthesis,Fairy,Protect,Moonblast,Icy Wind,Taunt,Sem van Beelen ,Win,Oliver Gausden ,Win,Domenico Vaccariello ,Loss,David Perez ,Win,Giacomo Tenti ,Loss,Jamie Kobic ,Loss,Ryan Powney ,Win,Davide Aondio ,Win,Ciro Barbato ,Win,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/400,https://pokepast.es/248669bf5faf1443,6,3
special-utrecht,Oficial,Tom Winter,UK,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Roaring Moon, Booster Energy,Protosynthesis,Flying,Knock Off,Acrobatics,Tailwind,Protect,Gholdengo,Iron Plate,Good as Gold,Fairy,Make It Rain,Shadow Ball,Nasty Plot,Protect,Okidogi,Assault Vest,Guard Dog,Water,Poison Jab,Drain Punch,High Horsepower,Upper Hand,Ninetales-Alola, Light Clay,Snow Warning,Ghost,Moonblast,Freeze-Dry,Icy Wind,Aurora Veil,Gouging Fire,Clear Amulet,Protosynthesis,Fairy,Heat Crash,Breaking Swipe,Howl,Burning Bulwark,Livio Sandberg ,Loss,Gregory Mohr ,Win,Benjamin van Hoeckel ,Win,Dominic Scheffler ,Loss,George Hutchin ,Win,Raj Desai ,Win,Amelius van Etten ,Win,Lennard Messerschmidt ,Win,Paul Ender ,Loss,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/598,https://pokepast.es/d6fae92b287f86e2,6,3
special-utrecht,Oficial,Paul Hinta,CA,Rillaboom, Assault Vest,Grassy Surge,Fire,Fake Out,Grassy Glide,Wood Hammer,High Horsepower,Clefable, Rocky Helmet,Unaware,Grass,Protect,Follow Me,Moonblast,Helping Hand,Kingambit,Black Glasses,Defiant,Dragon,Sucker Punch,Protect,Kowtow Cleave,Swords Dance,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Follow Me,Ivy Cudgel,Horn Leech,Heatran, Life Orb,Flash Fire,Fairy,Heat Wave,Flash Cannon,Earth Power,Protect,Chien-Pao, Focus Sash,Sword of Ruin,Ghost,Sacred Sword,Sucker Punch,Icicle Crash,Protect,Jamin Kauf ,Loss,Giorgio Ciantelli ,Win,Jose Rider Lorenzo ,Win,Dominique Z. ,Win,Jorge Marti ,Loss,Davide Fazio ,Win,Tommaso Benedetti ,Win,Asra Stone ,Loss,Lennard Messerschmidt ,Win,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/580,https://pokepast.es/788766c5bb99bac7,6,3
special-utrecht,Oficial,Patrick Schulke,DE,Urshifu-Rapid-Strike, Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,U-turn,Chien-Pao, Focus Sash,Sword of Ruin,Stellar,Icicle Crash,Sacred Sword,Sucker Punch,Protect,Clefairy, Eviolite,Friend Guard,Water,Moonblast,Follow Me,Life Dew,Protect,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Heat Crash,Breaking Swipe,Howl,Burning Bulwark,Rillaboom, Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,High Horsepower,Fake Out,Kingambit,Black Glasses,Defiant,Dark,Kowtow Cleave,Sucker Punch,Swords Dance,Protect,Ricardo Hogeboom ,Win,Mattia Ducale ,Win,Alessandro Pietro Tucci ,Loss,Khalil HOGGUI ,Win,Marc-Antoine Boitel ,Win,Mark Mullender ,Win,Mike Reiziger ,Win,Francesco Pio Pero ,Loss,Riccardo Minardi ,Loss,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/602,https://pokepast.es/151c8a9f341212eb,6,3
special-utrecht,Oficial,Tinashe Jones,UK,Urshifu, Focus Sash,Unseen Fist,Dark,Protect,Wicked Blow,Close Combat,Sucker Punch,Tornadus, Rocky Helmet,Prankster,Steel,Protect,Bleakwind Storm,Icy Wind,Tailwind,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderbolt,Snarl,Draco Meteor,Thunderclap,Landorus, Life Orb,Sheer Force,Steel,Protect,Earth Power,Sludge Bomb,Substitute,Incineroar, Sitrus Berry,Intimidate,Ghost,Fake Out,Flare Blitz,Knock Off,Parting Shot,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Ivy Cudgel,Horn Leech,Follow Me,Gideon van Steenbergen ,Win,Kylian Duquesne ,Loss,Christopher Daoud ,Win,Sjoerd Haas ,Win,Louis Markl ,Loss,Quincent Groen ,Loss,David Perez ,Win,Giulio Fioretti ,Win,Jordan Guy ,Win,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/241,https://pokepast.es/4dab1f39b31007f0,6,3
special-utrecht,Oficial,Carmine Ragone,IT,Chien-Pao, Focus Sash,Sword of Ruin,Stellar,Sacred Sword,Icicle Crash,Sucker Punch,Protect,Landorus, Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect,Urshifu-Rapid-Strike, Choice Scarf,Unseen Fist,Steel,U-turn,Surging Strikes,Aqua Jet,Close Combat,Raging Bolt,Leftovers,Protosynthesis,Fairy,- Thunderclap,Dragon Pulse,Calm Mind,Protect,Rillaboom, Assault Vest,Grassy Surge,Fire,Fake Out,Wood Hammer,Grassy Glide,U-turn,Incineroar, Safety Goggles,Intimidate,Ghost,Fake Out,Flare Blitz,Parting Shot,Knock Off,Piermatteo Gabri ,Win,Francesco Baldelli ,Loss,Max Waterman ,Win,Cedric Scharf ,Win,Hugo Aguirre ,Win,Forhad Chodhoury ,Loss,iris de wal ,Win,Quincent Groen ,Win,Bas van der Heijden ,Loss,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/119,https://pokepast.es/a2445abc68bd5640,6,3
special-utrecht,Oficial,Sven Kracht,DE,Torkoal, Choice Specs,Drought,Fire,Eruption,Weather Ball,Earth Power,Solar Beam,Gallade, Clear Amulet,Sharpness,Grass,Psycho Cut,Sacred Sword,Wide Guard,Trick Room,Hatterene, Life Orb,Magic Bounce,Fire,Expanding Force,Dazzling Gleam,Trick Room,Protect,Raging Bolt,Assault Vest,Protosynthesis,Fairy,- Thunderclap,Thunderbolt,Snarl,Draco Meteor,Incineroar, Iapapa Berry,Intimidate,Grass,Fake Out,Flare Blitz,Knock Off,Parting Shot,Indeedee-F, Rocky Helmet,Psychic Surge,Water,Dazzling Gleam,Follow Me,Helping Hand,Trick Room,Alberto Cano García ,Win,Richard Mogyorosi ,Win,Yannick Otting ,Win,Oguz Salbacak ,Loss,Javier Señorena ,Loss,Lorenzo Ricco ,Loss,Chuck Yin Sin ,Win,Florian Temme ,Win,Sam Bentham ,Win,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/108,https://pokepast.es/c1b0894164c90b40,6,3
special-utrecht,Oficial,Huib Buijssen,NL,Tornadus, Covert Cloak,Prankster,Steel,Bleakwind Storm,Tailwind,Icy Wind,Protect,Iron Hands, Assault Vest,Quark Drive,Grass,Fake Out,Drain Punch,Wild Charge,Heavy Slam,Flutter Mane, Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Trick Room,Landorus, Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Incineroar, Safety Goggles,Intimidate,Ghost,Fake Out,Flare Blitz,Knock Off,Parting Shot,Marcel Blahut ,Win,Caner Caliskaner ,Win,Kay Elst ,Loss,Adrian Barquero Rodriguez ,Win,Yoel Ramirez Pulido ,Win,Shengyu Wang ,Loss,Tim Voss ,Loss,Kai Wycik ,Win,Quincent Groen ,Win,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/431,https://pokepast.es/bff8be302f03f535,6,3
special-utrecht,Oficial,Pablo Gallardo Hiraldo,ES,Ursaluna, Flame Orb,Guts,Normal,Facade,Headlong Rush,Earthquake,Protect,Regidrago,Dragon Fang,Dragon's Maw,Dragon,Dragon Energy,Draco Meteor,Earth Power,Protect,Indeedee-F, Rocky Helmet,Psychic Surge,Fire,Follow Me,Helping Hand,Trick Room,Dazzling Gleam,Ogerpon-Cornerstone,Cornerstone Mask,Sturdy,Rock,- Ivy Cudgel,Wood Hammer,Follow Me,Taunt,Armarouge, Life Orb,Flash Fire,Grass,Expanding Force,Armor Cannon,Trick Room,Wide Guard,Torkoal,Charcoal,Drought,Fire,Eruption,Flamethrower,Protect,Clear Smog,christophe willems ,Win,Aleix Costa ,Win,Georg Lang ,Loss,Víctor Medina ,Win,Guillem López ,Win,Francesco Ferrini ,Loss,Justin De Backer ,Loss,Myron Hagedoorn ,Win,Tobias Englund ,Win,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/274,https://pokepast.es/8889016bcb59df36,6,3
special-utrecht,Oficial,Luca Breitling-Pause,DE,Glimmora, Power Herb,Toxic Debris,Grass,Spiky Shield,Sludge Bomb,Meteor Beam,Earth Power,Chi-Yu, Choice Specs,Beads of Ruin,Ghost,Dark Pulse,Heat Wave,Overheat,Snarl,Flutter Mane, Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Protect,Urshifu, Focus Sash,Unseen Fist,Stellar,Wicked Blow,Close Combat,Sucker Punch,Detect,Tornadus, Rocky Helmet,Prankster,Ghost,Tailwind,Protect,Bleakwind Storm,Taunt,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Spiky Shield,Follow Me,Horn Leech,Henry Mallinson ,Loss,Rhys Davies ,Win,Danilo Fischer ,Win,Giloyd Amatredjo ,Win,Vu Nguyen ,Win,Quentin CLÉMENT ,Win,Paul Ender ,Loss,Kay Elst ,Win,Giulio Tarlao ,Loss,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/629,https://pokepast.es/f3436885362fc471,6,3
special-utrecht,Oficial,Giuseppe Musicco,IT,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Draco Meteor,Thunderclap,Electroweb,Snarl,Urshifu, Focus Sash,Unseen Fist,Dark,Wicked Blow,Sucker Punch,Close Combat,Detect,Volcarona, Leftovers,Flame Body,Fairy,Heat Wave,Tera Blast,Quiver Dance,Protect,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Amoonguss, Sitrus Berry,Regenerator,Water,Pollen Puff,Spore,Rage Powder,Protect,Incineroar, Figy Berry,Intimidate,Ghost,Flare Blitz,Will-O-Wisp,Parting Shot,Fake Out,Marco Marziali ,Loss,Dariush Sprenger ,Win,Koen Smid ,Win,Alessandro Finotto ,Win,Asra Stone ,Win,Rafael Sadowski ,Loss,Marco Klinger ,Win,Julen Maeso Calzada ,Loss,David Carrasco ,Win,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/192,https://pokepast.es/f67126495cf4eec2,6,3
special-utrecht,Oficial,Jost Malczewski,DE,Ursaluna, Flame Orb,Guts,Normal,Protect,Earthquake,Substitute,Facade,Cresselia, Safety Goggles,Levitate,Fairy,Ally Switch,Lunar Blessing,Moonblast,Trick Room,Incineroar, Sitrus Berry,Intimidate,Ghost,Fake Out,Flare Blitz,Knock Off,Parting Shot,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Ivy Cudgel,Horn Leech,Follow Me,Flutter Mane, Choice Specs,Protosynthesis,Fairy,Moonblast,Icy Wind,Dazzling Gleam,Shadow Ball,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Volt Switch,Thunderclap,Thunderbolt,Draco Meteor,Gabriele Cosma Gervasi ,Win,Javier Freire ,Win,Jip Snoek ,Win,Anthony MAGAIL ,Loss,Valentijn Visser ,Loss,Giloyd Amatredjo ,Loss,Killian Morice ,Win,Jamin Kauf ,Win,Andres Escobosa ,Win,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/104,https://pokepast.es/b91b229ceb56f633,6,3
special-utrecht,Oficial,Julen Maeso Calzada,ES,Incineroar, Sitrus Berry,Intimidate,Grass,Fake Out,Knock Off,Parting Shot,Flare Blitz,Urshifu, Focus Sash,Unseen Fist,Dark,Detect,Sucker Punch,Close Combat,Wicked Blow,Raging Bolt,Assault Vest,Protosynthesis,Fairy,- Thunderclap,Snarl,Thunderbolt,Draco Meteor,Gholdengo,Metal Coat,Good as Gold,Fairy,Make It Rain,Nasty Plot,Protect,Shadow Ball,Tornadus, Covert Cloak,Prankster,Steel,Tailwind,Rain Dance,Bleakwind Storm,Taunt,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Ivy Cudgel,Horn Leech,Follow Me,Diego Montes ,Win,Marc-Antoine Boitel ,Loss,Matteo Simonetti ,Win,Julian Piñeiro Fernandez ,Loss,Roxanne Joniau ,Win,Francisco Garví ,Win,Florian Hoffmann ,Win,Giuseppe Musicco ,Win,Tim Voss ,Loss,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/150,https://pokepast.es/068082d34c5a0621,6,3
