Pokemon_1,Objeto_1,Habilidad_1,Teratipo_1,Mov1_1,Mov2_1,Mov3_1,Mov4_1,Pokemon_2,Objeto_2,Habilidad_2,Teratipo_2,Mov1_2,Mov2_2,Mov3_2,Mov4_2,Pokemon_3,Objeto_3,Habilidad_3,Teratipo_3,Mov1_3,Mov2_3,Mov3_3,Mov4_3,Pokemon_4,Objeto_4,Habilidad_4,Teratipo_4,Mov1_4,Mov2_4,Mov3_4,Mov4_4,Pokemon_5,Objeto_5,Habilidad_5,Teratipo_5,Mov1_5,Mov2_5,Mov3_5,Mov4_5,Pokemon_6,Objeto_6,Habilidad_6,Teratipo_6,Mov1_6,Mov2_6,Mov3_6,Mov4_6
Walking Wake,Life Orb,Protosynthesis,Fire,Protect,Hydro Steam,Draco Meteor,Flamethrower,Lilligant-Hisui,Wide Lens,Chlorophyll,Ghost,After You,Sleep Powder,Solar Blade,Axe Kick,Hatterene,Wise Glasses,Magic Bounce,Steel,Protect,Trick Room,Expanding Force,Dazzling Gleam,Indeedee-F,Rocky Helmet,Psychic Surge,Grass,Protect,Follow Me,Helping Hand,Trick Room,Torkoal,Flame Plate,Drought,Fire,Protect,Helping Hand,Eruption,Heat Wave,Iron Hands,Assault Vest,Quark Drive,Water,Fake Out,Volt Switch,Wild Charge,Drain Punch
Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Protect,Sacred Sword,Sucker Punch,Ice Spinner,Farigiraf,Sitrus Berry,Armor Tail,Fairy,Protect,Helping Hand,Trick Room,Dazzling Gleam,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Follow Me,Horn Leech,Ivy Cudgel,Gastrodon,Rocky Helmet,Storm Drain,Fire,Recover,Earth Power,Clear Smog,Stockpile,Flutter Mane,Choice Scarf,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Icy Wind,Entei,Life Orb,Inner Focus,Grass,Protect,Extreme Speed,Sacred Fire,Stomping Tantrum
Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Spiky Shield,Follow Me,Arcanine-Hisui,Choice Band,Intimidate,Normal,Rock Slide,Flare Blitz,Extreme Speed,Head Smash,Tornadus,Rocky Helmet,Prankster,Steel,Tailwind,Taunt,Bleakwind Storm,Protect,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Sucker Punch,Close Combat,Detect,Glimmora,Power Herb,Toxic Debris,Grass,Meteor Beam,Sludge Bomb,Earth Power,Spiky Shield,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Protect
Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Parting Shot,Flare Blitz,Knock Off,Archaludon,Assault Vest,Stamina,Grass,Body Press,Heavy Slam,Electro Shot,Dragon Pulse,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Grass,Surging Strikes,Close Combat,U-turn,Aqua Jet,Pelipper,Focus Sash,Drizzle,Stellar,Hurricane,Weather Ball,Tailwind,Wide Guard,Amoonguss,Sitrus Berry,Regenerator,Steel,Spore,Pollen Puff,Rage Powder,Protect,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Protect
Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Protect,Sucker Punch,Sacred Sword,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Icy Wind,Shadow Ball,Moonblast,Protect,Amoonguss,Sitrus Berry,Regenerator,Water,Rage Powder,Spore,Clear Smog,Pollen Puff,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Follow Me,Horn Leech,Spiky Shield,Entei,Assault Vest,Inner Focus,Normal,Sacred Fire,Stomping Tantrum,Extreme Speed,Snarl,Raging Bolt,Leftovers,Protosynthesis,Electric,Thunderclap,Calm Mind,Protect,Dragon Pulse
Tsareena,Assault Vest,Queenly Majesty,Fire,Tera Blast,High Jump Kick,Triple Axel,Power Whip,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Thunderbolt,Shadow Ball,Dazzling Gleam,Moonblast,Urshifu,Choice Band,Unseen Fist,Poison,Poison Jab,Close Combat,Wicked Blow,Sucker Punch,Whimsicott,Covert Cloak,Prankster,Fire,Tailwind,Taunt,Misty Terrain,Dazzling Gleam,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Follow Me,Ivy Cudgel,Horn Leech,Spiky Shield,Chi-Yu,Focus Sash,Beads of Ruin,Ghost,Protect,Heat Wave,Snarl,Dark Pulse
Dragonite,Assault Vest,Inner Focus,Normal,Extreme Speed,Aerial Ace,Stomping Tantrum,Thunder Punch,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Follow Me,Ivy Cudgel,Horn Leech,Spiky Shield,Gouging Fire,Booster Energy,Protosynthesis,Grass,Burning Bulwark,Breaking Swipe,Heat Crash,Howl,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Perish Song,Kingambit,Safety Goggles,Defiant,Fairy,Swords Dance,Kowtow Cleave,Sucker Punch,Protect,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Ice Spinner,Protect,Sucker Punch,Sacred Sword
Indeedee-F,Psychic Seed,Psychic Surge,Fairy,Trick Room,Helping Hand,Dazzling Gleam,Follow Me,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Spiky Shield,Follow Me,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Thunderbolt,Rhyperior,Clear Amulet,Solid Rock,Grass,Rock Slide,High Horsepower,Ice Punch,Protect,Incineroar,Figy Berry,Intimidate,Grass,Knock Off,Flare Blitz,Fake Out,Parting Shot,Walking Wake,Life Orb,Protosynthesis,Water,Hydro Steam,Flamethrower,Draco Meteor,Protect
Rillaboom,Miracle Seed,Grassy Surge,Grass,Wood Hammer,Taunt,Grassy Glide,Fake Out,Farigiraf,Safety Goggles,Armor Tail,Fairy,Psychic Noise,Dazzling Gleam,Imprison,Trick Room,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Protect,Sucker Punch,Sacred Sword,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,U-turn,Close Combat,Aqua Jet,Raging Bolt,Booster Energy,Protosynthesis,Grass,Thunderclap,Dragon Pulse,Calm Mind,Protect,Entei,Assault Vest,Inner Focus,Normal,Extreme Speed,Sacred Fire,Stomping Tantrum,Iron Head
Urshifu,Choice Band,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,U-turn,Tornadus,Covert Cloak,Prankster,Steel,Bleakwind Storm,Icy Wind,Tailwind,Protect,Indeedee-F,Psychic Seed,Psychic Surge,Fairy,Dazzling Gleam,Trick Room,Follow Me,Helping Hand,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Iron Crown,Booster Energy,Quark Drive,Psychic,Expanding Force,Tachyon Cutter,Focus Blast,Protect,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Misty Terrain
Urshifu-Rapid-Strike,Leftovers,Unseen Fist,Poison,Surging Strikes,Iron Defense,Body Press,Detect,Weezing,Sitrus Berry,Neutralizing Gas,Ghost,Sludge Bomb,Will-O-Wisp,Taunt,Protect,Latios,Life Orb,Levitate,Poison,Luster Purge,Tailwind,Protect,Draco Meteor,Incineroar,Ability Shield,Intimidate,Dragon,Knock Off,Flare Blitz,Fake Out,Parting Shot,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Follow Me,Spiky Shield,Horn Leech,Iron Crown,Choice Scarf,Quark Drive,Steel,Psychic,Tachyon Cutter,Steel Beam,Volt Switch
Indeedee-F,Rocky Helmet,Psychic Surge,Grass,Dazzling Gleam,Psychic,Helping Hand,Follow Me,Politoed,Sitrus Berry,Drizzle,Dragon,Muddy Water,Icy Wind,Haze,Protect,Ting-Lu,Safety Goggles,Vessel of Ruin,Dragon,Stomping Tantrum,Fissure,Snarl,Protect,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Close Combat,Surging Strikes,Aqua Jet,U-turn,Archaludon,Assault Vest,Stamina,Bug,Draco Meteor,Electro Shot,Body Press,Heavy Slam,Whimsicott,Focus Sash,Prankster,Ghost,Moonblast,Tailwind,Taunt,Beat Up
Dragonite,Choice Band,Inner Focus,Normal,Extreme Speed,Aqua Jet,Stomping Tantrum,Outrage,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Power Gem,Shadow Ball,Dazzling Gleam,Entei,Life Orb,Inner Focus,Normal,Protect,Extreme Speed,Stomping Tantrum,Flare Blitz,Kingambit,Assault Vest,Defiant,Flying,Sucker Punch,Low Kick,Iron Head,Kowtow Cleave,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Sucker Punch,Sacred Sword,Protect,Ice Spinner,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Spiky Shield,Follow Me,Horn Leech
Primarina,Throat Spray,Liquid Voice,Steel,Dazzling Gleam,Hyper Voice,Protect,Ice Beam,Ursaluna,Flame Orb,Guts,Ghost,Earthquake,Rock Slide,Protect,Facade,Incineroar,Sitrus Berry,Intimidate,Grass,Fake Out,Flare Blitz,Knock Off,Parting Shot,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Wood Hammer,Spiky Shield,Ivy Cudgel,Follow Me,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Moonblast,Shadow Ball,Power Gem,Cresselia,Mental Herb,Levitate,Grass,Lunar Blessing,Trick Room,Moonblast,Helping Hand
Incineroar,Sitrus Berry,Intimidate,Water,Flare Blitz,Knock Off,Parting Shot,Fake Out,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Shadow Ball,Moonblast,Dazzling Gleam,Thunderbolt,Tornadus,Covert Cloak,Prankster,Flying,Bleakwind Storm,Tailwind,Rain Dance,Protect,Iron Boulder,Life Orb,Quark Drive,Steel,Mighty Cleave,Psycho Cut,Sacred Sword,Protect,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,Aqua Jet,Surging Strikes,Close Combat,Protect,Rillaboom,Assault Vest,Grassy Surge,Grass,Grassy Glide,Wood Hammer,High Horsepower,Fake Out
Iron Crown,Booster Energy,Quark Drive,Psychic,Protect,Expanding Force,Tachyon Cutter,Focus Blast,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Perish Song,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Chi-Yu,Focus Sash,Beads of Ruin,Ghost,Dark Pulse,Heat Wave,Snarl,Protect,Tornadus,Covert Cloak,Prankster,Ghost,Tailwind,Rain Dance,Bleakwind Storm,Sunny Day,Indeedee-F,Rocky Helmet,Psychic Surge,Fairy,Follow Me,Dazzling Gleam,Helping Hand,Trick Room
Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Spiky Shield,Follow Me,Horn Leech,Raging Bolt,Life Orb,Quark Drive,Water,Thunderclap,Protect,Thunderbolt,Draco Meteor,Landorus-Therian,Choice Scarf,Intimidate,Flying,Tera Blast,U-turn,Rock Slide,Stomping Tantrum,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Ice Spinner,Protect,Sucker Punch,Sacred Sword,Entei,Assault Vest,Inner Focus,Grass,Sacred Fire,Snarl,Stomping Tantrum,Extreme Speed,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Icy Wind,Shadow Ball,Dazzling Gleam
Entei,Assault Vest,Inner Focus,Grass,Sacred Fire,Extreme Speed,Stomping Tantrum,Snarl,Landorus,Life Orb,Sheer Force,Poison,Sandsear Storm,Earth Power,Sludge Bomb,Protect,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Sucker Punch,Sacred Sword,Protect,Dragonite,Choice Band,Inner Focus,Normal,Extreme Speed,Outrage,Aerial Ace,Stomping Tantrum,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Protect,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Follow Me,Horn Leech,Spiky Shield
Primarina,Rocky Helmet,Liquid Voice,Steel,Hyper Voice,Moonblast,Protect,Life Dew,Latios,Soul Dew,Levitate,Steel,Luster Purge,Draco Meteor,Icy Wind,Protect,Metagross,Leftovers,Clear Body,Water,Bullet Punch,Iron Defense,Protect,Body Press,Tyranitar,Assault Vest,Sand Stream,Grass,Rock Slide,Low Kick,Tera Blast,Knock Off,Magmar,Eviolite,Flame Body,Grass,Will-O-Wisp,Clear Smog,Protect,Follow Me,Rillaboom,Miracle Seed,Grassy Surge,Grass,Grassy Glide,Protect,Wood Hammer,Fake Out
Entei,Assault Vest,Inner Focus,Grass,Sacred Fire,Snarl,Stomping Tantrum,Extreme Speed,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,Protect,Flutter Mane,Booster Energy,Protosynthesis,Stellar,Dazzling Gleam,Shadow Ball,Moonblast,Protect,Amoonguss,Rocky Helmet,Regenerator,Water,Spore,Rage Powder,Clear Smog,Pollen Puff,Metagross,Choice Band,Clear Body,Normal,Bullet Punch,Explosion,Stomping Tantrum,Psychic Fangs,Raging Bolt,Life Orb,Protosynthesis,Electric,Thunderbolt,Thunderclap,Draco Meteor,Protect
Grimmsnarl,Light Clay,Prankster,Ghost,Thunder Wave,Light Screen,Reflect,Spirit Break,Rillaboom,Miracle Seed,Grassy Surge,Fire,Wood Hammer,Grassy Glide,Knock Off,Fake Out,Moltres-Galar,Weakness Policy,Berserk,Poison,Nasty Plot,Fiery Wrath,Air Slash,Protect,Comfey,Mental Herb,Triage,Steel,Floral Healing,Draining Kiss,Trick Room,Protect,Entei,Assault Vest,Inner Focus,Water,Sacred Fire,Extreme Speed,Stone Edge,Stomping Tantrum,Goodra-Hisui,Covert Cloak,Shell Armor,Fairy,Heavy Slam,Body Press,Shelter,Life Dew
Flutter Mane,Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Protect,Entei,Life Orb,Inner Focus,Grass,Sacred Fire,Extreme Speed,Stomping Tantrum,Protect,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderclap,Tera Blast,Thunderbolt,Draco Meteor,Thundurus,Covert Cloak,Prankster,Steel,Eerie Impulse,Taunt,Thunder Wave,Thunderbolt,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Protect,Ice Spinner,Sucker Punch,Sacred Sword
Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Glimmora,Power Herb,Toxic Debris,Grass,Sludge Bomb,Spiky Shield,Earth Power,Meteor Beam,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Detect,Sucker Punch,Tornadus,Rocky Helmet,Prankster,Steel,Tailwind,Protect,Taunt,Bleakwind Storm,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Moonblast,Icy Wind,Shadow Ball,Arcanine-Hisui,Choice Band,Intimidate,Fairy,Extreme Speed,Head Smash,Flare Blitz,Rock Slide
Entei,Assault Vest,Inner Focus,Normal,Extreme Speed,Sacred Fire,Stomping Tantrum,Iron Head,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Superpower,Spiky Shield,Follow Me,Farigiraf,Sitrus Berry,Armor Tail,Fairy,Psychic,Hyper Voice,Dazzling Gleam,Helping Hand,Raging Bolt,Leftovers,Protosynthesis,Grass,Thunderclap,Dragon Pulse,Calm Mind,Protect,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Ice Spinner,Sacred Sword,Sucker Punch,Protect,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Thunderbolt,Protect
Raging Bolt,Booster Energy,Protosynthesis,Grass,Thunderclap,Dragon Pulse,Calm Mind,Protect,Entei,Assault Vest,Inner Focus,Normal,Extreme Speed,Sacred Fire,Stomping Tantrum,Iron Head,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Protect,Sucker Punch,Sacred Sword,Rillaboom,Miracle Seed,Grassy Surge,Grass,Wood Hammer,Fake Out,Grassy Glide,Taunt,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,U-turn,Farigiraf,Safety Goggles,Armor Tail,Fairy,Psychic Noise,Dazzling Gleam,Imprison,Trick Room
Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Metagross,Assault Vest,Clear Body,Dragon,Heavy Slam,Stomping Tantrum,Psychic Fangs,Bullet Punch,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Protect,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Ice Spinner,Sucker Punch,Sacred Sword,Protect,Incineroar,Sitrus Berry,Intimidate,Grass,Flare Blitz,Fake Out,Knock Off,Parting Shot,Whimsicott,Covert Cloak,Prankster,Ghost,Tailwind,Moonblast,Helping Hand,Taunt
Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Sacred Sword,Sucker Punch,Protect,Entei,Assault Vest,Inner Focus,Grass,Sacred Fire,Extreme Speed,Stomping Tantrum,Trailblaze,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Thunderbolt,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Poison,Surging Strikes,Aqua Jet,Close Combat,U-turn,Amoonguss,Sitrus Berry,Regenerator,Water,Protect,Rage Powder,Pollen Puff,Spore,Rillaboom,Life Orb,Grassy Surge,Fire,Wood Hammer,Protect,Stomping Tantrum,Fake Out
Flutter Mane,Booster Energy,Protosynthesis,Fairy,Protect,Icy Wind,Dazzling Gleam,Shadow Ball,Iron Crown,Twisted Spoon,Quark Drive,Psychic,Protect,Expanding Force,Tachyon Cutter,Focus Blast,Tornadus,Focus Sash,Prankster,Ghost,Sunny Day,Tailwind,Bleakwind Storm,Icy Wind,Walking Wake,Life Orb,Protosynthesis,Fire,Protect,Hydro Steam,Flamethrower,Draco Meteor,Chi-Yu,Choice Specs,Beads of Ruin,Ghost,Heat Wave,Dark Pulse,Snarl,Overheat,Indeedee-F,Rocky Helmet,Psychic Surge,Dragon,Follow Me,Helping Hand,Dazzling Gleam,Trick Room
Whimsicott,Focus Sash,Prankster,Ghost,Tailwind,Moonblast,Sunny Day,Encore,Raging Bolt,Safety Goggles,Protosynthesis,Electric,Thunderclap,Draco Meteor,Thunderbolt,Protect,Urshifu,Choice Band,Unseen Fist,Poison,Wicked Blow,Sucker Punch,Close Combat,Poison Jab,Chi-Yu,Choice Scarf,Beads of Ruin,Ghost,Heat Wave,Dark Pulse,Tera Blast,Snarl,Flutter Mane,Booster Energy,Protosynthesis,Fire,Dazzling Gleam,Shadow Ball,Imprison,Trick Room,Walking Wake,Life Orb,Protosynthesis,Fire,Hydro Steam,Draco Meteor,Flamethrower,Protect
Iron Boulder,Booster Energy,Quark Drive,Ghost,Sacred Sword,Mighty Cleave,Swords Dance,Protect,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Follow Me,Spiky Shield,Horn Leech,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Ice Spinner,Protect,Sucker Punch,Sacred Sword,Incineroar,Sitrus Berry,Intimidate,Grass,Knock Off,Flare Blitz,Fake Out,Parting Shot,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Psyshock,Moonblast,Tornadus,Covert Cloak,Prankster,Ghost,Tailwind,Sunny Day,Taunt,Bleakwind Storm
Landorus-Therian,Choice Scarf,Intimidate,Flying,Rock Slide,Stomping Tantrum,Tera Blast,U-turn,Entei,Assault Vest,Inner Focus,Normal,Extreme Speed,Sacred Fire,Stomping Tantrum,Snarl,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Horn Leech,Spiky Shield,Follow Me,Ivy Cudgel,Raging Bolt,Safety Goggles,Protosynthesis,Poison,Thunderbolt,Protect,Thunderclap,Draco Meteor,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Protect,Sacred Sword,Sucker Punch,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Protect
Indeedee-F,Safety Goggles,Psychic Surge,Fairy,Follow Me,Helping Hand,Alluring Voice,Trick Room,Regice,Choice Specs,Clear Body,Ghost,Blizzard,Ice Beam,Tera Blast,Thunderbolt,Okidogi,Leftovers,Guard Dog,Water,Poison Jab,Drain Punch,Bulk Up,Protect,Slowking,Life Orb,Regenerator,Grass,Scald,Expanding Force,Chilly Reception,Trick Room,Baxcalibur,Loaded Dice,Thermal Exchange,Poison,Swords Dance,Scale Shot,Icicle Spear,Protect,Abomasnow,Light Clay,Snow Warning,Water,Protect,Blizzard,Aurora Veil,Giga Drain
Iron Crown,Booster Energy,Quark Drive,Water,Expanding Force,Tachyon Cutter,Tera Blast,Protect,Indeedee-F,Rocky Helmet,Psychic Surge,Grass,Follow Me,Helping Hand,Trick Room,Dazzling Gleam,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,Surging Strikes,Aqua Jet,Close Combat,Detect,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Thunderbolt,Shadow Ball,Tornadus,Covert Cloak,Prankster,Steel,Bleakwind Storm,Tailwind,Rain Dance,Protect,Chi-Yu,Life Orb,Beads of Ruin,Grass,Dark Pulse,Flamethrower,Snarl,Protect
Rillaboom,Assault Vest,Grassy Surge,Fire,Fake Out,Grassy Glide,High Horsepower,U-turn,Raging Bolt,Booster Energy,Protosynthesis,Electric,Thunderbolt,Protect,Dragon Pulse,Thunderclap,Tornadus,Sitrus Berry,Prankster,Steel,Tailwind,Sunny Day,Bleakwind Storm,Protect,Flutter Mane,Focus Sash,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Thunderbolt,Protect,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Follow Me,Spiky Shield,Horn Leech,Chi-Yu,Choice Specs,Beads of Ruin,Grass,Heat Wave,Dark Pulse,Tera Blast,Psychic
Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,Protect,Raging Bolt,Leftovers,Protosynthesis,Electric,Thunderclap,Calm Mind,Protect,Dragon Pulse,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,U-turn,Fake Out,Grassy Glide,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Protect,Incineroar,Sitrus Berry,Intimidate,Fairy,Knock Off,Flare Blitz,Parting Shot,Fake Out,Tornadus,Rocky Helmet,Prankster,Dragon,Taunt,Tailwind,Bleakwind Storm,Rain Dance
Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Follow Me,Ivy Cudgel,Spiky Shield,Horn Leech,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sandsear Storm,Sludge Bomb,Protect,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,Fake Out,High Horsepower,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Protect,Ice Spinner,Sucker Punch,Sacred Sword,Dragapult,Choice Band,Clear Body,Ghost,Dragon Darts,Tera Blast,U-turn,Phantom Force,Tornadus,Covert Cloak,Prankster,Steel,Tailwind,Bleakwind Storm,Taunt,Rain Dance
Kingambit,Safety Goggles,Defiant,Dragon,Kowtow Cleave,Sucker Punch,Iron Head,Protect,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Breaking Swipe,Flare Blitz,Howl,Burning Bulwark,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Icicle Crash,Sucker Punch,Sacred Sword,Protect,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,Fake Out,Grassy Glide,High Horsepower,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Icy Wind
Amoonguss,Sitrus Berry,Regenerator,Water,Pollen Puff,Rage Powder,Protect,Spore,Metagross,Choice Band,Clear Body,Dragon,Psychic Fangs,Iron Head,Knock Off,Bullet Punch,Incineroar,Safety Goggles,Intimidate,Ghost,Helping Hand,Flare Blitz,Parting Shot,Fake Out,Raging Bolt,Leftovers,Protosynthesis,Water,Thunderclap,Calm Mind,Protect,Dragon Pulse,Rillaboom,Assault Vest,Grassy Surge,Fire,Grassy Glide,U-turn,Wood Hammer,Fake Out,Landorus,Life Orb,Sheer Force,Steel,Sludge Bomb,Earth Power,Protect,U-turn
Urshifu-Rapid-Strike,Focus Sash,Unseen Fist,Water,Surging Strikes,Aqua Jet,Close Combat,Detect,Incineroar,Sitrus Berry,Intimidate,Grass,Flare Blitz,Knock Off,Fake Out,Parting Shot,Raging Bolt,Leftovers,Protosynthesis,Steel,Thunderclap,Dragon Pulse,Calm Mind,Protect,Rillaboom,Assault Vest,Grassy Surge,Fire,Grassy Glide,Wood Hammer,Fake Out,Stomping Tantrum,Tornadus,Covert Cloak,Prankster,Steel,Bleakwind Storm,Rain Dance,Tailwind,Taunt,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Protect
Tornadus,Covert Cloak,Prankster,Dragon,Tailwind,Bleakwind Storm,Rain Dance,Taunt,Amoonguss,Aguav Berry,Regenerator,Water,Spore,Rage Powder,Pollen Puff,Protect,Raging Bolt,Life Orb,Protosynthesis,Fairy,Thunderbolt,Draco Meteor,Thunderclap,Protect,Gholdengo,Leftovers,Good as Gold,Dragon,Make It Rain,Shadow Ball,Nasty Plot,Protect,Incineroar,Sitrus Berry,Intimidate,Water,Fake Out,Flare Blitz,Knock Off,Parting Shot,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,U-turn,Ice Spinner
Mienshao,Focus Sash,Inner Focus,Stellar,Close Combat,Ice Spinner,Wide Guard,Fake Out,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Follow Me,Ivy Cudgel,Horn Leech,Tornadus,Covert Cloak,Prankster,Dark,Bleakwind Storm,Tailwind,Rain Dance,Scary Face,Landorus,Life Orb,Sheer Force,Poison,Protect,Sandsear Storm,Earth Power,Sludge Bomb,Gouging Fire,Booster Energy,Protosynthesis,Grass,Burning Bulwark,Breaking Swipe,Howl,Heat Crash,Kingambit,Black Glasses,Defiant,Poison,Protect,Kowtow Cleave,Swords Dance,Sucker Punch
