"Pokémon","Objeto","Habilidad","Teratipo","Torneo","Nombre","cluster","Movimiento"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","SpearPillar S/V Cart Tour #18","tagami","Japan Balance","Icicle Crash"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","SpearPillar S/V Cart Tour #18","tagami","Japan Balance","Sucker Punch"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","SpearPillar S/V Cart Tour #18","tagami","Japan Balance","Sacred Sword"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","SpearPillar S/V Cart Tour #18","tagami","Japan Balance","Protect"
"Volcarona","Clear Amulet","Flame Body","Fairy","SpearPillar S/V Cart Tour #18","tagami","Japan Balance","Tera Blast"
"Volcarona","Clear Amulet","Flame Body","Fairy","SpearPillar S/V Cart Tour #18","tagami","Japan Balance","Heat Wave"
"Volcarona","Clear Amulet","Flame Body","Fairy","SpearPillar S/V Cart Tour #18","tagami","Japan Balance","Quiver Dance"
"Volcarona","Clear Amulet","Flame Body","Fairy","SpearPillar S/V Cart Tour #18","tagami","Japan Balance","Protect"
"Kommo-o","Leftovers","Overcoat","Fairy","SpearPillar S/V Cart Tour #18","tagami","Japan Balance","Body Press"
"Kommo-o","Leftovers","Overcoat","Fairy","SpearPillar S/V Cart Tour #18","tagami","Japan Balance","Draco Meteor"
"Kommo-o","Leftovers","Overcoat","Fairy","SpearPillar S/V Cart Tour #18","tagami","Japan Balance","Protect"
"Kommo-o","Leftovers","Overcoat","Fairy","SpearPillar S/V Cart Tour #18","tagami","Japan Balance","Iron Defense"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Steel","Tommy's Tuesday Practice Tour","vgcorner","Japan Balance","Surging Strikes"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Steel","Tommy's Tuesday Practice Tour","vgcorner","Japan Balance","Close Combat"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Steel","Tommy's Tuesday Practice Tour","vgcorner","Japan Balance","Aqua Jet"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Steel","Tommy's Tuesday Practice Tour","vgcorner","Japan Balance","U-turn"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","Tommy's Tuesday Practice Tour","vgcorner","Japan Balance","Protect"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","Tommy's Tuesday Practice Tour","vgcorner","Japan Balance","Icicle Crash"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","Tommy's Tuesday Practice Tour","vgcorner","Japan Balance","Sucker Punch"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","Tommy's Tuesday Practice Tour","vgcorner","Japan Balance","Sacred Sword"
"Raging Bolt","Leftovers","Protosynthesis","Fairy","Tommy's Tuesday Practice Tour","vgcorner","Japan Balance","Thunderclap"
"Raging Bolt","Leftovers","Protosynthesis","Fairy","Tommy's Tuesday Practice Tour","vgcorner","Japan Balance","Dragon Pulse"
"Raging Bolt","Leftovers","Protosynthesis","Fairy","Tommy's Tuesday Practice Tour","vgcorner","Japan Balance","Calm Mind"
"Raging Bolt","Leftovers","Protosynthesis","Fairy","Tommy's Tuesday Practice Tour","vgcorner","Japan Balance","Protect"
"Landorus","Life Orb","Sheer Force","Poison","Tommy's Tuesday Practice Tour","vgcorner","Japan Balance","Earth Power"
"Landorus","Life Orb","Sheer Force","Poison","Tommy's Tuesday Practice Tour","vgcorner","Japan Balance","Sludge Bomb"
"Landorus","Life Orb","Sheer Force","Poison","Tommy's Tuesday Practice Tour","vgcorner","Japan Balance","Substitute"
"Landorus","Life Orb","Sheer Force","Poison","Tommy's Tuesday Practice Tour","vgcorner","Japan Balance","Protect"
"Incineroar","Safety Goggles","Intimidate","Ghost","Tommy's Tuesday Practice Tour","vgcorner","Japan Balance","Flare Blitz"
"Incineroar","Safety Goggles","Intimidate","Ghost","Tommy's Tuesday Practice Tour","vgcorner","Japan Balance","Parting Shot"
"Incineroar","Safety Goggles","Intimidate","Ghost","Tommy's Tuesday Practice Tour","vgcorner","Japan Balance","Knock Off"
"Incineroar","Safety Goggles","Intimidate","Ghost","Tommy's Tuesday Practice Tour","vgcorner","Japan Balance","Fake Out"
"Rillaboom","Assault Vest","Grassy Surge","Fire","Tommy's Tuesday Practice Tour","vgcorner","Japan Balance","Wood Hammer"
"Rillaboom","Assault Vest","Grassy Surge","Fire","Tommy's Tuesday Practice Tour","vgcorner","Japan Balance","Grassy Glide"
"Rillaboom","Assault Vest","Grassy Surge","Fire","Tommy's Tuesday Practice Tour","vgcorner","Japan Balance","U-turn"
"Rillaboom","Assault Vest","Grassy Surge","Fire","Tommy's Tuesday Practice Tour","vgcorner","Japan Balance","Fake Out"
"Rillaboom","Assault Vest","Grassy Surge","Poison","regional-melbourne","Alex Donaldson","KOG SetUp","Wood Hammer"
"Rillaboom","Assault Vest","Grassy Surge","Poison","regional-melbourne","Alex Donaldson","KOG SetUp","Grassy Glide"
"Rillaboom","Assault Vest","Grassy Surge","Poison","regional-melbourne","Alex Donaldson","KOG SetUp","Fake Out"
"Rillaboom","Assault Vest","Grassy Surge","Poison","regional-melbourne","Alex Donaldson","KOG SetUp","High Horsepower"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","regional-melbourne","Alex Donaldson","KOG SetUp","Moonblast"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","regional-melbourne","Alex Donaldson","KOG SetUp","Perish Song"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","regional-melbourne","Alex Donaldson","KOG SetUp","Dazzling Gleam"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","regional-melbourne","Alex Donaldson","KOG SetUp","Shadow Ball"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-melbourne","Alex Donaldson","KOG SetUp","Horn Leech"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-melbourne","Alex Donaldson","KOG SetUp","Spiky Shield"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-melbourne","Alex Donaldson","KOG SetUp","Follow Me"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-melbourne","Alex Donaldson","KOG SetUp","Ivy Cudgel"
"Kingambit","Black Glasses","Defiant","Dragon","regional-melbourne","Alex Donaldson","KOG SetUp","Kowtow Cleave"
"Kingambit","Black Glasses","Defiant","Dragon","regional-melbourne","Alex Donaldson","KOG SetUp","Swords Dance"
"Kingambit","Black Glasses","Defiant","Dragon","regional-melbourne","Alex Donaldson","KOG SetUp","Sucker Punch"
"Kingambit","Black Glasses","Defiant","Dragon","regional-melbourne","Alex Donaldson","KOG SetUp","Protect"
"Gouging Fire","Booster Energy","Protosynthesis","Fairy","regional-melbourne","Alex Donaldson","KOG SetUp","Burning Bulwark"
"Gouging Fire","Booster Energy","Protosynthesis","Fairy","regional-melbourne","Alex Donaldson","KOG SetUp","Heat Crash"
"Gouging Fire","Booster Energy","Protosynthesis","Fairy","regional-melbourne","Alex Donaldson","KOG SetUp","Breaking Swipe"
"Gouging Fire","Booster Energy","Protosynthesis","Fairy","regional-melbourne","Alex Donaldson","KOG SetUp","Howl"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","regional-melbourne","Alex Donaldson","KOG SetUp","Icicle Crash"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","regional-melbourne","Alex Donaldson","KOG SetUp","Protect"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","regional-melbourne","Alex Donaldson","KOG SetUp","Sucker Punch"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","regional-melbourne","Alex Donaldson","KOG SetUp","Sacred Sword"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-charlotte","Ashton Cox","KOG SetUp","Ivy Cudgel"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-charlotte","Ashton Cox","KOG SetUp","Horn Leech"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-charlotte","Ashton Cox","KOG SetUp","Follow Me"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-charlotte","Ashton Cox","KOG SetUp","Spiky Shield"
"Porygon2","Eviolite","Download","Poison","regional-charlotte","Ashton Cox","KOG SetUp","Tera Blast"
"Porygon2","Eviolite","Download","Poison","regional-charlotte","Ashton Cox","KOG SetUp","Ice Beam"
"Porygon2","Eviolite","Download","Poison","regional-charlotte","Ashton Cox","KOG SetUp","Recover"
"Porygon2","Eviolite","Download","Poison","regional-charlotte","Ashton Cox","KOG SetUp","Trick Room"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","regional-charlotte","Ashton Cox","KOG SetUp","Shadow Ball"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","regional-charlotte","Ashton Cox","KOG SetUp","Dazzling Gleam"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","regional-charlotte","Ashton Cox","KOG SetUp","Moonblast"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","regional-charlotte","Ashton Cox","KOG SetUp","Perish Song"
"Gouging Fire","Booster Energy","Protosynthesis","Fairy","regional-charlotte","Ashton Cox","KOG SetUp","Heat Crash"
"Gouging Fire","Booster Energy","Protosynthesis","Fairy","regional-charlotte","Ashton Cox","KOG SetUp","Breaking Swipe"
"Gouging Fire","Booster Energy","Protosynthesis","Fairy","regional-charlotte","Ashton Cox","KOG SetUp","Howl"
"Gouging Fire","Booster Energy","Protosynthesis","Fairy","regional-charlotte","Ashton Cox","KOG SetUp","Burning Bulwark"
"Kingambit","Black Glasses","Defiant","Dark","regional-charlotte","Ashton Cox","KOG SetUp","Kowtow Cleave"
"Kingambit","Black Glasses","Defiant","Dark","regional-charlotte","Ashton Cox","KOG SetUp","Sucker Punch"
"Kingambit","Black Glasses","Defiant","Dark","regional-charlotte","Ashton Cox","KOG SetUp","Swords Dance"
"Kingambit","Black Glasses","Defiant","Dark","regional-charlotte","Ashton Cox","KOG SetUp","Protect"
"Rillaboom","Assault Vest","Grassy Surge","Fire","regional-charlotte","Ashton Cox","KOG SetUp","Fake Out"
"Rillaboom","Assault Vest","Grassy Surge","Fire","regional-charlotte","Ashton Cox","KOG SetUp","Grassy Glide"
"Rillaboom","Assault Vest","Grassy Surge","Fire","regional-charlotte","Ashton Cox","KOG SetUp","Wood Hammer"
"Rillaboom","Assault Vest","Grassy Surge","Fire","regional-charlotte","Ashton Cox","KOG SetUp","High Horsepower"
"Gouging Fire","Booster Energy","Protosynthesis","Fairy","regional-charlotte","Bobby Rochelle","KOG SetUp","Burning Bulwark"
"Gouging Fire","Booster Energy","Protosynthesis","Fairy","regional-charlotte","Bobby Rochelle","KOG SetUp","Breaking Swipe"
"Gouging Fire","Booster Energy","Protosynthesis","Fairy","regional-charlotte","Bobby Rochelle","KOG SetUp","Heat Crash"
"Gouging Fire","Booster Energy","Protosynthesis","Fairy","regional-charlotte","Bobby Rochelle","KOG SetUp","Howl"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","regional-charlotte","Bobby Rochelle","KOG SetUp","Dazzling Gleam"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","regional-charlotte","Bobby Rochelle","KOG SetUp","Shadow Ball"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","regional-charlotte","Bobby Rochelle","KOG SetUp","Moonblast"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","regional-charlotte","Bobby Rochelle","KOG SetUp","Icy Wind"
"Amoonguss","Sitrus Berry","Regenerator","Fairy","regional-charlotte","Bobby Rochelle","KOG SetUp","Spore"
"Amoonguss","Sitrus Berry","Regenerator","Fairy","regional-charlotte","Bobby Rochelle","KOG SetUp","Rage Powder"
"Amoonguss","Sitrus Berry","Regenerator","Fairy","regional-charlotte","Bobby Rochelle","KOG SetUp","Protect"
"Amoonguss","Sitrus Berry","Regenerator","Fairy","regional-charlotte","Bobby Rochelle","KOG SetUp","Pollen Puff"
"Kingambit","Black Glasses","Defiant","Fire","regional-charlotte","Bobby Rochelle","KOG SetUp","Protect"
"Kingambit","Black Glasses","Defiant","Fire","regional-charlotte","Bobby Rochelle","KOG SetUp","Kowtow Cleave"
"Kingambit","Black Glasses","Defiant","Fire","regional-charlotte","Bobby Rochelle","KOG SetUp","Iron Head"
"Kingambit","Black Glasses","Defiant","Fire","regional-charlotte","Bobby Rochelle","KOG SetUp","Sucker Punch"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","regional-charlotte","Bobby Rochelle","KOG SetUp","Protect"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","regional-charlotte","Bobby Rochelle","KOG SetUp","Ice Spinner"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","regional-charlotte","Bobby Rochelle","KOG SetUp","Sacred Sword"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","regional-charlotte","Bobby Rochelle","KOG SetUp","Sucker Punch"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-charlotte","Bobby Rochelle","KOG SetUp","Spiky Shield"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-charlotte","Bobby Rochelle","KOG SetUp","Follow Me"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-charlotte","Bobby Rochelle","KOG SetUp","Ivy Cudgel"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-charlotte","Bobby Rochelle","KOG SetUp","Horn Leech"
"Landorus","Life Orb","Sheer Force","Poison","regional-liverpool","Boris Hamm","KOG SetUp","Earth Power"
"Landorus","Life Orb","Sheer Force","Poison","regional-liverpool","Boris Hamm","KOG SetUp","Sludge Bomb"
"Landorus","Life Orb","Sheer Force","Poison","regional-liverpool","Boris Hamm","KOG SetUp","Substitute"
"Landorus","Life Orb","Sheer Force","Poison","regional-liverpool","Boris Hamm","KOG SetUp","Protect"
"Rillaboom","Assault Vest","Grassy Surge","Fire","regional-liverpool","Boris Hamm","KOG SetUp","Wood Hammer"
"Rillaboom","Assault Vest","Grassy Surge","Fire","regional-liverpool","Boris Hamm","KOG SetUp","Grassy Glide"
"Rillaboom","Assault Vest","Grassy Surge","Fire","regional-liverpool","Boris Hamm","KOG SetUp","U-turn"
"Rillaboom","Assault Vest","Grassy Surge","Fire","regional-liverpool","Boris Hamm","KOG SetUp","Fake Out"
"Kingambit","Safety Goggles","Defiant","Fairy","regional-liverpool","Boris Hamm","KOG SetUp","Kowtow Cleave"
"Kingambit","Safety Goggles","Defiant","Fairy","regional-liverpool","Boris Hamm","KOG SetUp","Iron Head"
"Kingambit","Safety Goggles","Defiant","Fairy","regional-liverpool","Boris Hamm","KOG SetUp","Sucker Punch"
"Kingambit","Safety Goggles","Defiant","Fairy","regional-liverpool","Boris Hamm","KOG SetUp","Protect"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-liverpool","Boris Hamm","KOG SetUp","Ivy Cudgel"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-liverpool","Boris Hamm","KOG SetUp","Horn Leech"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-liverpool","Boris Hamm","KOG SetUp","Follow Me"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-liverpool","Boris Hamm","KOG SetUp","Spiky Shield"
"Flutter Mane","Focus Sash","Protosynthesis","Fairy","regional-liverpool","Boris Hamm","KOG SetUp","Moonblast"
"Flutter Mane","Focus Sash","Protosynthesis","Fairy","regional-liverpool","Boris Hamm","KOG SetUp","Shadow Ball"
"Flutter Mane","Focus Sash","Protosynthesis","Fairy","regional-liverpool","Boris Hamm","KOG SetUp","Icy Wind"
"Flutter Mane","Focus Sash","Protosynthesis","Fairy","regional-liverpool","Boris Hamm","KOG SetUp","Protect"
"Gouging Fire","Booster Energy","Protosynthesis","Grass","regional-liverpool","Boris Hamm","KOG SetUp","Heat Crash"
"Gouging Fire","Booster Energy","Protosynthesis","Grass","regional-liverpool","Boris Hamm","KOG SetUp","Breaking Swipe"
"Gouging Fire","Booster Energy","Protosynthesis","Grass","regional-liverpool","Boris Hamm","KOG SetUp","Howl"
"Gouging Fire","Booster Energy","Protosynthesis","Grass","regional-liverpool","Boris Hamm","KOG SetUp","Burning Bulwark"
"Kingambit","Assault Vest","Defiant","Fairy","special-utrecht","Bowei Zhang","KOG SetUp","Assurance"
"Kingambit","Assault Vest","Defiant","Fairy","special-utrecht","Bowei Zhang","KOG SetUp","Sucker Punch"
"Kingambit","Assault Vest","Defiant","Fairy","special-utrecht","Bowei Zhang","KOG SetUp","Low Kick"
"Kingambit","Assault Vest","Defiant","Fairy","special-utrecht","Bowei Zhang","KOG SetUp","Iron Head"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","special-utrecht","Bowei Zhang","KOG SetUp","Dazzling Gleam"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","special-utrecht","Bowei Zhang","KOG SetUp","Shadow Ball"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","special-utrecht","Bowei Zhang","KOG SetUp","Power Gem"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","special-utrecht","Bowei Zhang","KOG SetUp","Moonblast"
"Chi-Yu","Focus Sash","Beads of Ruin","Ghost","special-utrecht","Bowei Zhang","KOG SetUp","Heat Wave"
"Chi-Yu","Focus Sash","Beads of Ruin","Ghost","special-utrecht","Bowei Zhang","KOG SetUp","Dark Pulse"
"Chi-Yu","Focus Sash","Beads of Ruin","Ghost","special-utrecht","Bowei Zhang","KOG SetUp","Snarl"
"Chi-Yu","Focus Sash","Beads of Ruin","Ghost","special-utrecht","Bowei Zhang","KOG SetUp","Protect"
"Dragonite","Life Orb","Inner Focus","Normal","special-utrecht","Bowei Zhang","KOG SetUp","Extreme Speed"
"Dragonite","Life Orb","Inner Focus","Normal","special-utrecht","Bowei Zhang","KOG SetUp","Stomping Tantrum"
"Dragonite","Life Orb","Inner Focus","Normal","special-utrecht","Bowei Zhang","KOG SetUp","Ice Spinner"
"Dragonite","Life Orb","Inner Focus","Normal","special-utrecht","Bowei Zhang","KOG SetUp","Protect"
"Gouging Fire","Booster Energy","Protosynthesis","Fairy","special-utrecht","Bowei Zhang","KOG SetUp","Heat Crash"
"Gouging Fire","Booster Energy","Protosynthesis","Fairy","special-utrecht","Bowei Zhang","KOG SetUp","Breaking Swipe"
"Gouging Fire","Booster Energy","Protosynthesis","Fairy","special-utrecht","Bowei Zhang","KOG SetUp","Howl"
"Gouging Fire","Booster Energy","Protosynthesis","Fairy","special-utrecht","Bowei Zhang","KOG SetUp","Sunny Day"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","special-utrecht","Bowei Zhang","KOG SetUp","Ivy Cudgel"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","special-utrecht","Bowei Zhang","KOG SetUp","Horn Leech"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","special-utrecht","Bowei Zhang","KOG SetUp","Follow Me"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","special-utrecht","Bowei Zhang","KOG SetUp","Spiky Shield"
"Rillaboom","Miracle Seed","Grassy Surge","Grass","regional-dortmund","Christoph Gooss","KOG SetUp","Fake Out"
"Rillaboom","Miracle Seed","Grassy Surge","Grass","regional-dortmund","Christoph Gooss","KOG SetUp","Wood Hammer"
"Rillaboom","Miracle Seed","Grassy Surge","Grass","regional-dortmund","Christoph Gooss","KOG SetUp","Grassy Glide"
"Rillaboom","Miracle Seed","Grassy Surge","Grass","regional-dortmund","Christoph Gooss","KOG SetUp","High Horsepower"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","regional-dortmund","Christoph Gooss","KOG SetUp","Moonblast"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","regional-dortmund","Christoph Gooss","KOG SetUp","Shadow Ball"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","regional-dortmund","Christoph Gooss","KOG SetUp","Dazzling Gleam"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","regional-dortmund","Christoph Gooss","KOG SetUp","Perish Song"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-dortmund","Christoph Gooss","KOG SetUp","Ivy Cudgel"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-dortmund","Christoph Gooss","KOG SetUp","Horn Leech"
